,Date,Post patch?,Post patch pipette R,post patch class
4753,2017-12-01,nucleus_absent,500.0,Outside out
4756,2017-12-01,nucleus_absent,2000.0,Outside out
4765,2017-12-01,nucleus_absent,1000.0,Outside out
4766,2017-12-01,nucleus_absent,1000.0,Outside out
4768,2017-12-01,nucleus_absent,500.0,Outside out
4769,2017-12-01,nucleus_absent,500.0,Outside out
4772,2017-12-04,nucleus_absent,1000.0,Outside out
4774,2017-12-04,nucleus_absent,2000.0,Outside out
4775,2017-12-04,nucleus_absent,600.0,Outside out
4826,2017-12-08,nucleus_absent,600.0,Outside out
4837,2017-12-11,nucleus_absent,1000.0,Outside out
4850,2017-12-11,nucleus_absent,800.0,Outside out
4858,2017-12-11,nucleus_absent,600.0,Outside out
4893,2017-12-15,nucleus_absent,600.0,Outside out
4914,2017-12-21,nucleus_absent,1000.0,Outside out
4933,2018-01-04,nucleus_absent,600.0,Outside out
4935,2018-01-08,nucleus_absent,700.0,Outside out
4938,2018-01-08,nucleus_absent,800.0,Outside out
4946,2018-01-08,nucleus_absent,1000.0,Outside out
4951,2018-01-08,nucleus_absent,1000.0,Outside out
4952,2018-01-08,nucleus_absent,1000.0,Outside out
4965,2018-01-09,nucleus_absent,800.0,Outside out
4974,2018-01-10,nucleus_absent,2000.0,Outside out
4990,2018-01-10,nucleus_absent,1000.0,Outside out
5004,2018-01-11,nucleus_absent,1000.0,Outside out
5024,2018-01-12,nucleus_absent,600.0,Outside out
5039,2018-01-17,nucleus_absent,1000.0,Outside out
5047,2018-01-18,nucleus_absent,1000.0,Outside out
5048,2018-01-18,nucleus_absent,1000.0,Outside out
5066,2018-01-19,nucleus_absent,4000.0,Outside out
5081,2018-01-22,nucleus_absent,1000.0,Outside out
5086,2018-01-22,nucleus_absent,600.0,Outside out
5111,2018-01-23,nucleus_absent,1000.0,Outside out
5114,2018-01-23,nucleus_absent,900.0,Outside out
5117,2018-01-24,nucleus_absent,1000.0,Outside out
5128,2018-01-24,nucleus_absent,1000.0,Outside out
5136,2018-01-25,nucleus_absent,1000.0,Outside out
5152,2018-01-26,nucleus_absent,1500.0,Outside out
5,2017-01-04,Nucleated,,Nucleated
9,2017-01-04,Nucleated,,Nucleated
11,2017-01-04,Nucleated,,Nucleated
13,2017-01-04,Nucleated,,Nucleated
32,2017-01-05,Nucleated,,Nucleated
33,2017-01-05,Nucleated,,Nucleated
56,2017-01-06,Nucleated,,Nucleated
57,2017-01-06,Nucleated,,Nucleated
60,2017-01-06,Nucleated,,Nucleated
107,2017-01-12,Nucleated,,Nucleated
110,2017-01-12,Nucleated,,Nucleated
116,2017-01-12,Nucleated,,Nucleated
118,2017-01-12,Nucleated,,Nucleated
146,2017-01-16,Nucleated,,Nucleated
153,2017-01-16,Nucleated,,Nucleated
154,2017-01-16,Nucleated,,Nucleated
185,2017-01-17,Nucleated,,Nucleated
186,2017-01-17,Nucleated,,Nucleated
263,2017-01-23,Nucleated,,Nucleated
267,2017-01-23,Nucleated,,Nucleated
268,2017-01-23,Nucleated,,Nucleated
279,2017-01-24,Nucleated,,Nucleated
303,2017-01-25,Nucleated,,Nucleated
360,2017-01-27,Nucleated,,Nucleated
398,2017-01-30,Nucleated,,Nucleated
399,2017-01-30,Nucleated,,Nucleated
457,2017-02-03,Nucleated,,Nucleated
476,2017-02-07,Nucleated,,Nucleated
479,2017-02-07,Nucleated,,Nucleated
485,2017-02-07,Nucleated,,Nucleated
502,2017-02-08,Nucleated,,Nucleated
522,2017-02-09,Nucleated,,Nucleated
523,2017-02-09,Nucleated,,Nucleated
525,2017-02-09,Nucleated,,Nucleated
533,2017-02-09,Nucleated,,Nucleated
543,2017-02-10,Nucleated,,Nucleated
559,2017-02-10,Nucleated,,Nucleated
562,2017-02-10,Nucleated,,Nucleated
563,2017-02-10,Nucleated,,Nucleated
582,2017-02-13,Nucleated,,Nucleated
583,2017-02-13,Nucleated,,Nucleated
591,2017-02-13,Nucleated,,Nucleated
592,2017-02-13,Nucleated,,Nucleated
596,2017-02-13,Nucleated,,Nucleated
622,2017-02-15,Nucleated,,Nucleated
624,2017-02-15,Nucleated,,Nucleated
627,2017-02-15,Nucleated,,Nucleated
703,2017-02-17,Nucleated,,Nucleated
749,2017-02-21,Nucleated,,Nucleated
751,2017-02-21,Nucleated,,Nucleated
753,2017-02-21,Nucleated,,Nucleated
775,2017-02-22,Nucleated,,Nucleated
788,2017-02-22,Nucleated,,Nucleated
1051,2017-03-15,Nucleated,,Nucleated
1070,2017-03-16,Nucleated,,Nucleated
1080,2017-03-16,Nucleated,,Nucleated
1098,2017-03-17,Nucleated,,Nucleated
1099,2017-03-17,Nucleated,,Nucleated
1109,2017-03-20,Nucleated,,Nucleated
1111,2017-03-20,Nucleated,,Nucleated
1116,2017-03-20,Nucleated,,Nucleated
1117,2017-03-20,Nucleated,,Nucleated
1120,2017-03-20,Nucleated,,Nucleated
1141,2017-03-21,Nucleated,,Nucleated
1212,2017-03-28,Nucleated,,Nucleated
1219,2017-03-28,Nucleated,,Nucleated
1245,2017-03-29,Nucleated,,Nucleated
1268,2017-03-30,Nucleated,,Nucleated
1287,2017-03-31,Nucleated,,Nucleated
1288,2017-03-31,Nucleated,,Nucleated
1344,2017-04-04,Nucleated,,Nucleated
1373,2017-04-05,Nucleated,,Nucleated
1381,2017-04-05,Nucleated,,Nucleated
1405,2017-04-06,Nucleated,,Nucleated
1409,2017-04-06,Nucleated,,Nucleated
1411,2017-04-06,Nucleated,,Nucleated
1413,2017-04-06,Nucleated,,Nucleated
1414,2017-04-06,Nucleated,,Nucleated
1435,2017-04-07,Nucleated,,Nucleated
1439,2017-04-07,Nucleated,,Nucleated
1440,2017-04-07,Nucleated,,Nucleated
1442,2017-04-07,Nucleated,,Nucleated
1443,2017-04-07,Nucleated,,Nucleated
1444,2017-04-07,Nucleated,,Nucleated
1445,2017-04-07,Nucleated,,Nucleated
1457,2017-04-10,Nucleated,,Nucleated
1465,2017-04-11,Nucleated,,Nucleated
1468,2017-04-11,Nucleated,,Nucleated
1469,2017-04-11,Nucleated,,Nucleated
1479,2017-04-12,Nucleated,,Nucleated
1492,2017-04-13,Nucleated,,Nucleated
1493,2017-04-13,Nucleated,,Nucleated
1507,2017-04-13,Nucleated,,Nucleated
1508,2017-04-13,Nucleated,,Nucleated
1509,2017-04-13,Nucleated,,Nucleated
1513,2017-04-13,Nucleated,,Nucleated
1515,2017-04-13,Nucleated,,Nucleated
1534,2017-04-14,Nucleated,,Nucleated
1538,2017-04-14,Nucleated,,Nucleated
1541,2017-04-14,Nucleated,,Nucleated
1543,2017-04-14,Nucleated,,Nucleated
1546,2017-04-14,Nucleated,,Nucleated
1550,2017-04-14,Nucleated,,Nucleated
1554,2017-04-14,Nucleated,,Nucleated
1569,2017-04-17,Nucleated,,Nucleated
1605,2017-04-18,Nucleated,,Nucleated
1637,2017-04-19,Nucleated,,Nucleated
1639,2017-04-19,Nucleated,,Nucleated
1641,2017-04-19,Nucleated,,Nucleated
1654,2017-04-20,Nucleated,,Nucleated
1663,2017-04-20,Nucleated,,Nucleated
1675,2017-04-20,Nucleated,,Nucleated
1688,2017-04-21,Nucleated,,Nucleated
1692,2017-04-21,Nucleated,,Nucleated
1693,2017-04-21,Nucleated,,Nucleated
1701,2017-04-21,Nucleated,,Nucleated
1711,2017-04-24,Nucleated,,Nucleated
1717,2017-04-24,Nucleated,,Nucleated
1724,2017-04-24,Nucleated,,Nucleated
1729,2017-04-24,Nucleated,,Nucleated
1739,2017-04-25,Nucleated,,Nucleated
1750,2017-04-25,Nucleated,,Nucleated
1751,2017-04-25,Nucleated,,Nucleated
1755,2017-04-25,Nucleated,,Nucleated
1777,2017-04-26,Nucleated,,Nucleated
1780,2017-04-26,Nucleated,,Nucleated
1783,2017-04-26,Nucleated,,Nucleated
1800,2017-04-27,Nucleated,,Nucleated
1812,2017-04-27,Nucleated,,Nucleated
1820,2017-04-28,Nucleated,,Nucleated
1830,2017-04-28,Nucleated,,Nucleated
1832,2017-04-28,Nucleated,,Nucleated
1850,2017-05-01,Nucleated,,Nucleated
1851,2017-05-01,Nucleated,,Nucleated
1852,2017-05-01,Nucleated,,Nucleated
1855,2017-05-01,Nucleated,,Nucleated
1858,2017-05-01,Nucleated,,Nucleated
1862,2017-05-01,Nucleated,,Nucleated
1864,2017-05-01,Nucleated,,Nucleated
1865,2017-05-01,Nucleated,,Nucleated
1866,2017-05-01,Nucleated,,Nucleated
1870,2017-05-01,Nucleated,,Nucleated
1878,2017-05-02,Nucleated,,Nucleated
1879,2017-05-02,Nucleated,,Nucleated
1881,2017-05-02,Nucleated,,Nucleated
1886,2017-05-02,Nucleated,,Nucleated
1891,2017-05-02,Nucleated,,Nucleated
1892,2017-05-02,Nucleated,,Nucleated
1895,2017-05-02,Nucleated,,Nucleated
1896,2017-05-02,Nucleated,,Nucleated
1899,2017-05-02,Nucleated,,Nucleated
1900,2017-05-02,Nucleated,,Nucleated
1901,2017-05-02,Nucleated,,Nucleated
1904,2017-05-02,Nucleated,,Nucleated
1916,2017-05-03,Nucleated,,Nucleated
1917,2017-05-03,Nucleated,,Nucleated
1920,2017-05-03,Nucleated,,Nucleated
1927,2017-05-03,Nucleated,,Nucleated
1928,2017-05-03,Nucleated,,Nucleated
1929,2017-05-03,Nucleated,,Nucleated
1936,2017-05-03,Nucleated,,Nucleated
1942,2017-05-03,Nucleated,,Nucleated
1943,2017-05-03,Nucleated,,Nucleated
1953,2017-05-04,Nucleated,,Nucleated
1955,2017-05-04,Nucleated,,Nucleated
1956,2017-05-04,Nucleated,,Nucleated
1957,2017-05-04,Nucleated,,Nucleated
1961,2017-05-04,Nucleated,,Nucleated
1962,2017-05-04,Nucleated,,Nucleated
1964,2017-05-04,Nucleated,,Nucleated
1973,2017-05-04,Nucleated,,Nucleated
1974,2017-05-04,Nucleated,,Nucleated
1975,2017-05-04,Nucleated,,Nucleated
1976,2017-05-04,Nucleated,,Nucleated
1981,2017-05-05,Nucleated,,Nucleated
1984,2017-05-05,Nucleated,,Nucleated
1985,2017-05-05,Nucleated,,Nucleated
1986,2017-05-05,Nucleated,,Nucleated
1994,2017-05-05,Nucleated,,Nucleated
1997,2017-05-05,Nucleated,,Nucleated
1999,2017-05-05,Nucleated,,Nucleated
2000,2017-05-05,Nucleated,,Nucleated
2005,2017-05-05,Nucleated,,Nucleated
2013,2017-05-10,Nucleated,,Nucleated
2017,2017-05-10,Nucleated,,Nucleated
2024,2017-05-10,Nucleated,,Nucleated
2026,2017-05-10,Nucleated,,Nucleated
2027,2017-05-10,Nucleated,,Nucleated
2029,2017-05-10,Nucleated,,Nucleated
2036,2017-05-10,Nucleated,,Nucleated
2038,2017-05-10,Nucleated,,Nucleated
2047,2017-05-11,Nucleated,,Nucleated
2050,2017-05-11,Nucleated,,Nucleated
2052,2017-05-11,Nucleated,,Nucleated
2056,2017-05-11,Nucleated,,Nucleated
2057,2017-05-11,Nucleated,,Nucleated
2058,2017-05-11,Nucleated,,Nucleated
2059,2017-05-11,Nucleated,,Nucleated
2060,2017-05-11,Nucleated,,Nucleated
2061,2017-05-11,Nucleated,,Nucleated
2063,2017-05-11,Nucleated,,Nucleated
2077,2017-05-12,Nucleated,,Nucleated
2078,2017-05-12,Nucleated,,Nucleated
2080,2017-05-12,Nucleated,,Nucleated
2083,2017-05-12,Nucleated,,Nucleated
2084,2017-05-12,Nucleated,,Nucleated
2087,2017-05-12,Nucleated,,Nucleated
2088,2017-05-12,Nucleated,,Nucleated
2091,2017-05-12,Nucleated,,Nucleated
2092,2017-05-12,Nucleated,,Nucleated
2105,2017-05-15,Nucleated,,Nucleated
2111,2017-05-15,Nucleated,,Nucleated
2113,2017-05-15,Nucleated,,Nucleated
2115,2017-05-15,Nucleated,,Nucleated
2124,2017-05-16,Nucleated,,Nucleated
2128,2017-05-16,Nucleated,,Nucleated
2133,2017-05-16,Nucleated,,Nucleated
2134,2017-05-16,Nucleated,,Nucleated
2135,2017-05-16,Nucleated,,Nucleated
2136,2017-05-16,Nucleated,,Nucleated
2137,2017-05-16,Nucleated,,Nucleated
2145,2017-05-17,Nucleated,,Nucleated
2147,2017-05-17,Nucleated,,Nucleated
2148,2017-05-17,Nucleated,,Nucleated
2151,2017-05-17,Nucleated,,Nucleated
2152,2017-05-17,Nucleated,,Nucleated
2153,2017-05-17,Nucleated,,Nucleated
2160,2017-05-17,Nucleated,,Nucleated
2161,2017-05-17,Nucleated,,Nucleated
2163,2017-05-17,Nucleated,,Nucleated
2164,2017-05-17,Nucleated,,Nucleated
2165,2017-05-17,Nucleated,,Nucleated
2177,2017-05-18,Nucleated,,Nucleated
2178,2017-05-18,Nucleated,,Nucleated
2189,2017-05-18,Nucleated,,Nucleated
2190,2017-05-18,Nucleated,,Nucleated
2191,2017-05-18,Nucleated,,Nucleated
2192,2017-05-18,Nucleated,,Nucleated
2193,2017-05-18,Nucleated,,Nucleated
2199,2017-05-18,Nucleated,,Nucleated
2200,2017-05-18,Nucleated,,Nucleated
2203,2017-05-18,Nucleated,,Nucleated
2204,2017-05-18,Nucleated,,Nucleated
2205,2017-05-18,Nucleated,,Nucleated
2214,2017-05-19,Nucleated,,Nucleated
2215,2017-05-19,Nucleated,,Nucleated
2218,2017-05-19,Nucleated,,Nucleated
2219,2017-05-19,Nucleated,,Nucleated
2224,2017-05-19,Nucleated,,Nucleated
2229,2017-05-19,Nucleated,,Nucleated
2236,2017-05-22,Nucleated,,Nucleated
2238,2017-05-22,Nucleated,,Nucleated
2239,2017-05-22,Nucleated,,Nucleated
2240,2017-05-22,Nucleated,,Nucleated
2244,2017-05-22,Nucleated,,Nucleated
2252,2017-05-23,Nucleated,,Nucleated
2253,2017-05-23,Nucleated,,Nucleated
2254,2017-05-23,Nucleated,,Nucleated
2267,2017-05-23,Nucleated,,Nucleated
2268,2017-05-23,Nucleated,,Nucleated
2269,2017-05-23,Nucleated,,Nucleated
2271,2017-05-23,Nucleated,,Nucleated
2272,2017-05-23,Nucleated,,Nucleated
2286,2017-05-24,Nucleated,,Nucleated
2287,2017-05-24,Nucleated,,Nucleated
2288,2017-05-24,Nucleated,,Nucleated
2292,2017-05-25,Nucleated,,Nucleated
2293,2017-05-25,Nucleated,,Nucleated
2294,2017-05-25,Nucleated,,Nucleated
2295,2017-05-25,Nucleated,,Nucleated
2297,2017-05-25,Nucleated,,Nucleated
2298,2017-05-25,Nucleated,,Nucleated
2299,2017-05-25,Nucleated,,Nucleated
2309,2017-05-25,Nucleated,,Nucleated
2310,2017-05-25,Nucleated,,Nucleated
2311,2017-05-25,Nucleated,,Nucleated
2313,2017-05-25,Nucleated,,Nucleated
2320,2017-05-26,Nucleated,,Nucleated
2321,2017-05-26,Nucleated,,Nucleated
2323,2017-05-26,Nucleated,,Nucleated
2325,2017-05-26,Nucleated,,Nucleated
2326,2017-05-26,Nucleated,,Nucleated
2327,2017-05-26,Nucleated,,Nucleated
2329,2017-05-26,Nucleated,,Nucleated
2333,2017-05-26,Nucleated,,Nucleated
2335,2017-05-26,Nucleated,,Nucleated
2340,2017-05-26,Nucleated,,Nucleated
2341,2017-05-26,Nucleated,,Nucleated
2352,2017-06-01,Nucleated,,Nucleated
2354,2017-06-01,Nucleated,,Nucleated
2359,2017-06-01,Nucleated,,Nucleated
2366,2017-06-02,Nucleated,,Nucleated
2368,2017-06-02,Nucleated,,Nucleated
2369,2017-06-02,Nucleated,,Nucleated
2370,2017-06-02,Nucleated,,Nucleated
2371,2017-06-02,Nucleated,,Nucleated
2372,2017-06-02,Nucleated,,Nucleated
2373,2017-06-02,Nucleated,,Nucleated
2377,2017-06-02,Nucleated,,Nucleated
2378,2017-06-02,Nucleated,,Nucleated
2380,2017-06-02,Nucleated,,Nucleated
2382,2017-06-02,Nucleated,,Nucleated
2384,2017-06-02,Nucleated,,Nucleated
2385,2017-06-02,Nucleated,,Nucleated
2389,2017-06-02,Nucleated,,Nucleated
2391,2017-06-02,Nucleated,,Nucleated
2403,2017-06-05,Nucleated,,Nucleated
2411,2017-06-05,Nucleated,,Nucleated
2420,2017-06-06,Nucleated,,Nucleated
2421,2017-06-06,Nucleated,,Nucleated
2428,2017-06-06,Nucleated,,Nucleated
2431,2017-06-06,Nucleated,,Nucleated
2440,2017-06-07,Nucleated,,Nucleated
2451,2017-06-08,Nucleated,,Nucleated
2461,2017-06-09,Nucleated,,Nucleated
2468,2017-06-09,Nucleated,,Nucleated
2478,2017-06-12,Nucleated,,Nucleated
2481,2017-06-12,Nucleated,,Nucleated
2482,2017-06-12,Nucleated,,Nucleated
2488,2017-06-12,Nucleated,,Nucleated
2489,2017-06-12,Nucleated,,Nucleated
2490,2017-06-12,Nucleated,,Nucleated
2491,2017-06-12,Nucleated,,Nucleated
2492,2017-06-12,Nucleated,,Nucleated
2494,2017-06-12,Nucleated,,Nucleated
2495,2017-06-12,Nucleated,,Nucleated
2508,2017-06-13,Nucleated,,Nucleated
2509,2017-06-13,Nucleated,,Nucleated
2510,2017-06-13,Nucleated,,Nucleated
2514,2017-06-13,Nucleated,,Nucleated
2516,2017-06-13,Nucleated,,Nucleated
2524,2017-06-13,Nucleated,,Nucleated
2529,2017-06-14,Nucleated,,Nucleated
2530,2017-06-14,Nucleated,,Nucleated
2533,2017-06-14,Nucleated,,Nucleated
2534,2017-06-14,Nucleated,,Nucleated
2552,2017-06-19,Nucleated,,Nucleated
2553,2017-06-19,Nucleated,,Nucleated
2556,2017-06-19,Nucleated,,Nucleated
2566,2017-06-19,Nucleated,,Nucleated
2573,2017-06-20,Nucleated,,Nucleated
2574,2017-06-20,Nucleated,,Nucleated
2575,2017-06-20,Nucleated,,Nucleated
2576,2017-06-20,Nucleated,,Nucleated
2577,2017-06-20,Nucleated,,Nucleated
2580,2017-06-20,Nucleated,,Nucleated
2587,2017-06-20,Nucleated,,Nucleated
2592,2017-06-20,Nucleated,,Nucleated
2593,2017-06-20,Nucleated,,Nucleated
2594,2017-06-20,Nucleated,,Nucleated
2595,2017-06-20,Nucleated,,Nucleated
2608,2017-06-21,Nucleated,,Nucleated
2609,2017-06-21,Nucleated,,Nucleated
2612,2017-06-21,Nucleated,,Nucleated
2620,2017-06-21,Nucleated,,Nucleated
2622,2017-06-21,Nucleated,,Nucleated
2623,2017-06-21,Nucleated,,Nucleated
2630,2017-06-22,Nucleated,,Nucleated
2633,2017-06-22,Nucleated,,Nucleated
2634,2017-06-22,Nucleated,,Nucleated
2635,2017-06-22,Nucleated,,Nucleated
2636,2017-06-22,Nucleated,,Nucleated
2640,2017-06-22,Nucleated,,Nucleated
2643,2017-06-22,Nucleated,,Nucleated
2644,2017-06-22,Nucleated,,Nucleated
2646,2017-06-22,Nucleated,,Nucleated
2650,2017-06-22,Nucleated,,Nucleated
2653,2017-06-22,Nucleated,,Nucleated
2654,2017-06-22,Nucleated,,Nucleated
2655,2017-06-22,Nucleated,,Nucleated
2663,2017-06-23,Nucleated,,Nucleated
2664,2017-06-23,Nucleated,,Nucleated
2665,2017-06-23,Nucleated,,Nucleated
2666,2017-06-23,Nucleated,,Nucleated
2667,2017-06-23,Nucleated,,Nucleated
2668,2017-06-23,Nucleated,,Nucleated
2670,2017-06-23,Nucleated,,Nucleated
2672,2017-06-23,Nucleated,,Nucleated
2673,2017-06-23,Nucleated,,Nucleated
2677,2017-06-23,Nucleated,,Nucleated
2678,2017-06-23,Nucleated,,Nucleated
2679,2017-06-23,Nucleated,,Nucleated
2680,2017-06-23,Nucleated,,Nucleated
2681,2017-06-23,Nucleated,,Nucleated
2682,2017-06-23,Nucleated,,Nucleated
2683,2017-06-23,Nucleated,,Nucleated
2691,2017-06-23,Nucleated,,Nucleated
2692,2017-06-23,Nucleated,,Nucleated
2693,2017-06-23,Nucleated,,Nucleated
2694,2017-06-23,Nucleated,,Nucleated
2695,2017-06-23,Nucleated,,Nucleated
2696,2017-06-23,Nucleated,,Nucleated
2697,2017-06-23,Nucleated,,Nucleated
2698,2017-06-23,Nucleated,,Nucleated
2699,2017-06-23,Nucleated,,Nucleated
2706,2017-06-26,Nucleated,,Nucleated
2713,2017-06-26,Nucleated,,Nucleated
2717,2017-06-26,Nucleated,,Nucleated
2718,2017-06-26,Nucleated,,Nucleated
2720,2017-06-26,Nucleated,,Nucleated
2721,2017-06-26,Nucleated,,Nucleated
2728,2017-06-27,Nucleated,,Nucleated
2729,2017-06-27,Nucleated,,Nucleated
2730,2017-06-27,Nucleated,,Nucleated
2731,2017-06-27,Nucleated,,Nucleated
2733,2017-06-27,Nucleated,,Nucleated
2737,2017-06-27,Nucleated,,Nucleated
2740,2017-06-27,Nucleated,,Nucleated
2742,2017-06-27,Nucleated,,Nucleated
2743,2017-06-27,Nucleated,,Nucleated
2744,2017-06-27,Nucleated,,Nucleated
2746,2017-06-27,Nucleated,,Nucleated
2747,2017-06-27,Nucleated,,Nucleated
2749,2017-06-27,Nucleated,,Nucleated
2753,2017-06-27,Nucleated,,Nucleated
2754,2017-06-27,Nucleated,,Nucleated
2755,2017-06-27,Nucleated,,Nucleated
2756,2017-06-27,Nucleated,,Nucleated
2757,2017-06-27,Nucleated,,Nucleated
2759,2017-06-27,Nucleated,,Nucleated
2760,2017-06-27,Nucleated,,Nucleated
2768,2017-06-28,Nucleated,,Nucleated
2770,2017-06-28,Nucleated,,Nucleated
2772,2017-06-28,Nucleated,,Nucleated
2773,2017-06-28,Nucleated,,Nucleated
2774,2017-06-28,Nucleated,,Nucleated
2776,2017-06-28,Nucleated,,Nucleated
2783,2017-06-28,Nucleated,,Nucleated
2785,2017-06-28,Nucleated,,Nucleated
2786,2017-06-28,Nucleated,,Nucleated
2787,2017-06-28,Nucleated,,Nucleated
2788,2017-06-28,Nucleated,,Nucleated
2789,2017-06-28,Nucleated,,Nucleated
2790,2017-06-28,Nucleated,,Nucleated
2791,2017-06-28,Nucleated,,Nucleated
2798,2017-06-29,Nucleated,,Nucleated
2799,2017-06-29,Nucleated,,Nucleated
2800,2017-06-29,Nucleated,,Nucleated
2805,2017-06-29,Nucleated,,Nucleated
2808,2017-06-29,Nucleated,,Nucleated
2811,2017-06-29,Nucleated,,Nucleated
2812,2017-06-29,Nucleated,,Nucleated
2815,2017-06-29,Nucleated,,Nucleated
2821,2017-06-29,Nucleated,,Nucleated
2834,2017-06-30,Nucleated,,Nucleated
2836,2017-06-30,Nucleated,,Nucleated
2837,2017-06-30,Nucleated,,Nucleated
2838,2017-06-30,Nucleated,,Nucleated
2839,2017-06-30,Nucleated,,Nucleated
2840,2017-06-30,Nucleated,,Nucleated
2850,2017-07-03,Nucleated,,Nucleated
2858,2017-07-03,Nucleated,,Nucleated
2859,2017-07-03,Nucleated,,Nucleated
2861,2017-07-03,Nucleated,,Nucleated
2862,2017-07-03,Nucleated,,Nucleated
2863,2017-07-03,Nucleated,,Nucleated
2864,2017-07-03,Nucleated,,Nucleated
2869,2017-07-03,Nucleated,,Nucleated
2871,2017-07-03,Nucleated,,Nucleated
2873,2017-07-03,Nucleated,,Nucleated
2884,2017-07-05,Nucleated,,Nucleated
2887,2017-07-05,Nucleated,,Nucleated
2889,2017-07-05,Nucleated,,Nucleated
2898,2017-07-05,Nucleated,,Nucleated
2900,2017-07-05,Nucleated,,Nucleated
2901,2017-07-05,Nucleated,,Nucleated
2904,2017-07-05,Nucleated,,Nucleated
2905,2017-07-05,Nucleated,,Nucleated
2906,2017-07-05,Nucleated,,Nucleated
2909,2017-07-05,Nucleated,,Nucleated
2912,2017-07-05,Nucleated,,Nucleated
2915,2017-07-05,Nucleated,,Nucleated
2916,2017-07-05,Nucleated,,Nucleated
2917,2017-07-05,Nucleated,,Nucleated
2918,2017-07-05,Nucleated,,Nucleated
2920,2017-07-05,Nucleated,,Nucleated
2929,2017-07-06,Nucleated,,Nucleated
2935,2017-07-06,Nucleated,,Nucleated
2936,2017-07-06,Nucleated,,Nucleated
2939,2017-07-06,Nucleated,,Nucleated
2940,2017-07-06,Nucleated,,Nucleated
2942,2017-07-06,Nucleated,,Nucleated
2943,2017-07-06,Nucleated,,Nucleated
2946,2017-07-06,Nucleated,,Nucleated
2947,2017-07-06,Nucleated,,Nucleated
2948,2017-07-06,Nucleated,,Nucleated
2949,2017-07-06,Nucleated,,Nucleated
2952,2017-07-06,Nucleated,,Nucleated
2953,2017-07-06,Nucleated,,Nucleated
2960,2017-07-07,Nucleated,,Nucleated
2962,2017-07-07,Nucleated,,Nucleated
2963,2017-07-07,Nucleated,,Nucleated
2970,2017-07-07,Nucleated,,Nucleated
2971,2017-07-07,Nucleated,,Nucleated
2973,2017-07-07,Nucleated,,Nucleated
2974,2017-07-07,Nucleated,,Nucleated
2975,2017-07-07,Nucleated,,Nucleated
2976,2017-07-07,Nucleated,,Nucleated
2977,2017-07-07,Nucleated,,Nucleated
2978,2017-07-07,Nucleated,,Nucleated
2985,2017-07-07,Nucleated,,Nucleated
2986,2017-07-07,Nucleated,,Nucleated
2987,2017-07-07,Nucleated,,Nucleated
2988,2017-07-07,Nucleated,,Nucleated
3006,2017-07-10,Nucleated,,Nucleated
3007,2017-07-10,Nucleated,,Nucleated
3008,2017-07-10,Nucleated,,Nucleated
3009,2017-07-10,Nucleated,,Nucleated
3010,2017-07-10,Nucleated,,Nucleated
3011,2017-07-10,Nucleated,,Nucleated
3013,2017-07-10,Nucleated,,Nucleated
3016,2017-07-10,Nucleated,,Nucleated
3022,2017-07-10,Nucleated,,Nucleated
3023,2017-07-10,Nucleated,,Nucleated
3025,2017-07-10,Nucleated,,Nucleated
3035,2017-07-12,Nucleated,,Nucleated
3041,2017-07-12,Nucleated,,Nucleated
3044,2017-07-12,Nucleated,,Nucleated
3045,2017-07-12,Nucleated,,Nucleated
3047,2017-07-12,Nucleated,,Nucleated
3049,2017-07-12,Nucleated,,Nucleated
3051,2017-07-12,Nucleated,,Nucleated
3060,2017-07-13,Nucleated,,Nucleated
3067,2017-07-13,Nucleated,,Nucleated
3068,2017-07-13,Nucleated,,Nucleated
3069,2017-07-13,Nucleated,,Nucleated
3070,2017-07-13,Nucleated,,Nucleated
3081,2017-07-14,Nucleated,,Nucleated
3082,2017-07-14,Nucleated,,Nucleated
3087,2017-07-14,Nucleated,,Nucleated
3088,2017-07-14,Nucleated,,Nucleated
3089,2017-07-14,Nucleated,,Nucleated
3090,2017-07-14,Nucleated,,Nucleated
3093,2017-07-14,Nucleated,,Nucleated
3094,2017-07-14,Nucleated,,Nucleated
3095,2017-07-14,Nucleated,,Nucleated
3105,2017-07-17,Nucleated,,Nucleated
3106,2017-07-17,Nucleated,,Nucleated
3110,2017-07-17,Nucleated,,Nucleated
3111,2017-07-17,Nucleated,,Nucleated
3112,2017-07-17,Nucleated,,Nucleated
3116,2017-07-17,Nucleated,,Nucleated
3117,2017-07-17,Nucleated,,Nucleated
3119,2017-07-17,Nucleated,,Nucleated
3120,2017-07-17,Nucleated,,Nucleated
3121,2017-07-17,Nucleated,,Nucleated
3122,2017-07-17,Nucleated,,Nucleated
3123,2017-07-17,Nucleated,,Nucleated
3131,2017-07-18,Nucleated,,Nucleated
3140,2017-07-18,Nucleated,,Nucleated
3142,2017-07-18,Nucleated,,Nucleated
3146,2017-07-18,Nucleated,,Nucleated
3147,2017-07-18,Nucleated,,Nucleated
3148,2017-07-18,Nucleated,,Nucleated
3157,2017-07-19,Nucleated,,Nucleated
3159,2017-07-19,Nucleated,,Nucleated
3160,2017-07-19,Nucleated,,Nucleated
3162,2017-07-19,Nucleated,,Nucleated
3163,2017-07-19,Nucleated,,Nucleated
3164,2017-07-19,Nucleated,,Nucleated
3165,2017-07-19,Nucleated,,Nucleated
3168,2017-07-19,Nucleated,,Nucleated
3169,2017-07-19,Nucleated,,Nucleated
3170,2017-07-19,Nucleated,,Nucleated
